title,genre,directors,writers,actors,studio_name,tomato_rating,audience_rating,budget,genres
Mona Lisa Smile,"Comedy, Drama",Mike Newell,"Lawrence Konner, Mark Rosenthal",739.0,110,34,60.0,65000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Money Monster,Drama,Jodie Foster,"Alan DiFiore, Jamie Linden, Jim Kouf",665.5,414,59,51.0,27000000,"[{""id"": 53, ""name"": ""Thriller""}]"
Money Talks,Comedy,Brett Ratner,"Joel Cohen, Alec Sokolow",0,83,16,71.0,0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]"
Money Train,"Action & Adventure, Comedy, Drama, Mystery & Suspense",Joseph Ruben,"David Loughery, Doug Richardson",563.0,21,22,29.0,60000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]"
Moneyball,Drama,Bennett Miller,"Steven Zaillian, Aaron Sorkin",722.8,13,94,86.0,50000000,"[{""id"": 18, ""name"": ""Drama""}]"
Monkeybone,"Animation, Comedy, Science Fiction & Fantasy",Henry Selick,Sam Hamm,471.5,0,19,27.0,75000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]"
Monsoon Wedding,"Comedy, Drama, Romance",Mira Nair,Sabrina Dhawan,0,151,95,87.0,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Monster,Drama,Patty Jenkins,Patty Jenkins,1026.0,296,81,81.0,8000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]"
Monster House,"Action & Adventure, Animation, Kids & Family",Gil Kenan,"Dan Harmon, Rob Schrab, Pamela Pettler",0,110,75,63.0,75000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]"
Monster-in-Law,"Comedy, Romance",Robert Luketic,Anya Kochoff,0,10,17,55.0,43000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]"
Monsters,"Art House & International, Drama, Horror, Science Fiction & Fantasy, Romance",Gareth Edwards (V),Gareth Edwards (V),0,6,73,53.0,500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]"
Monster's Ball,"Drama, Mystery & Suspense, Romance",Marc Forster,"Milo Addica, Will Rokos",0,355,85,67.0,4000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
"Monsters, Inc.","Animation, Comedy, Kids & Family, Science Fiction & Fantasy","Pete Docter, David Silverman, Lee Unkrich","Andrew Stanton, Daniel Gerson",537.0,118,96,90.0,115000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]"
Monsters University,"Action & Adventure, Animation, Comedy, Kids & Family, Science Fiction & Fantasy",Dan Scanlon,"Daniel Gerson, Robert L. Baird, Dan Scanlon",694.6666666666666,26,80,81.0,200000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]"
Monte Carlo,"Action & Adventure, Comedy, Romance",Thomas Bezucha,"Maria Maggenti, Thomas Bezucha, April Blair",0,0,39,49.0,20000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]"
Monty Python and the Holy Grail,Comedy,"Terry Gilliam, Terry Jones","Graham Chapman, John Cleese, Eric Idle, Terry Gilliam, Terry Jones, Michael Palin",0,415,97,95.0,400000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]"
Moon,"Mystery & Suspense, Science Fiction & Fantasy",Duncan Jones,"Nathan Parker, Duncan Jones",573.5,1,90,89.0,5000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]"
Moonlight Mile,"Drama, Romance",Brad Silberling,Brad Silberling,842.3333333333334,45,63,66.0,21000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]"
Moonrise Kingdom,Comedy,Wes Anderson,"Wes Anderson, Roman Coppola",696.6,50,93,86.0,16000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Mooz-lum,Drama,Qasim Basir,Qasim Basir,648.0,279,78,78.0,0,"[{""id"": 18, ""name"": ""Drama""}]"
Mortal Kombat,"Action & Adventure, Science Fiction & Fantasy",Paul W.S. Anderson,Kevin Droney,466.0,83,47,57.0,18000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]"
Mortal Kombat: Annihilation,"Action & Adventure, Science Fiction & Fantasy",John R. Leonetti,"Brent V. Friedman, Bryce Zabel",0,83,2,25.0,30000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]"
Mortdecai,Action & Adventure,David Koepp,"David Koepp, Eric Aronson",659.2,416,13,29.0,60000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]"
Mother and Child,Drama,Rodrigo García,Rodrigo García,793.5,1,78,76.0,7000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Motherhood,Comedy,Katherine Dieckmann,Katherine Dieckmann,536.5,41,20,16.0,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]"
The Mothman Prophecies,"Mystery & Suspense, Science Fiction & Fantasy",Mark Pellington,Richard Hatem,873.0,51,52,56.0,32000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]"
Moulin Rouge!,"Drama, Musical & Performing Arts, Romance",Baz Luhrmann,"Baz Luhrmann, Craig Pearce",554.5,0,76,89.0,52500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]"
Movie 43,Comedy,"Peter Farrelly, Jonathan van Tulleken, Steve Carr, Steven Brill, Elizabeth Banks, James Gunn (II), Brett Ratner, Griffin Dunne, Rusty Cundieff, James Duffy, Will Graham, Patrik Forsberg","Will Graham, Claes Kjellström, Bill O'Malley, Jonas Wittenmark, Matthew Portenoy, Rocky Russo, Jack Kukoda, Tobias Carlson, Jonathan van Tulleken, James Gunn (II), Greg Pritikin, Olle Sarri, Elizabeth Wright Shapiro, Jacob Fleisher, Jeremy Sosenko, Will Carlough, Patrik Forsberg",690.9333333333333,208,5,24.0,6000000,"[{""id"": 35, ""name"": ""Comedy""}]"
Mr. 3000,Comedy,Charles Stone III,"Keith Mitchell, Eric Champnella, Howard Michael Gould",0,19,54,30.0,30000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]"
Mr. Bean's Holiday,"Comedy, Kids & Family",Steve Bendelack,"Hamish McColl, Robin Driscoll",470.0,35,52,49.0,25000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]"
Mr. Church,Drama,Bruce Beresford,Susan McMartin,592.0,417,24,80.0,8000000,"[{""id"": 18, ""name"": ""Drama""}]"
Mr. Deeds,Comedy,Steven Brill,Tim Herlihy,863.0,2,22,59.0,50000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]"
Mr. Peabody & Sherman,"Action & Adventure, Animation, Comedy, Kids & Family",Rob Minkoff,"Michael McCullers, Craig Wright",0,0,81,73.0,145000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]"
Mr. Popper's Penguins,"Comedy, Kids & Family",Mark Waters (VIII),"John Morris, Sean Anders, Jared Stern",903.0,0,48,53.0,55000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]"
Mr. Smith Goes to Washington,"Classics, Comedy, Drama",Frank Capra,Sidney Buchman,492.0,21,95,94.0,1500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]"
Mr. Turner,Drama,Mike Leigh,Mike Leigh,0,1,97,56.0,0,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}]"
Mrs. Doubtfire,"Comedy, Drama, Kids & Family",Chris Columbus,"Randi Mayem Singer, Leslie Dixon",944.0,0,71,77.0,25000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]"
Mrs. Winterbourne,"Comedy, Romance",Richard Benjamin,"Lisa-Maria Radano, Phoef Sutton",0,21,7,63.0,25000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]"
Mud,Drama,Jeff Nichols,Jeff Nichols,873.0,206,97,80.0,10000000,"[{""id"": 18, ""name"": ""Drama""}]"
Mulan,"Action & Adventure, Animation, Kids & Family","Barry Cook, Tony Bancroft","Rita Hsiao, Chris Sanders, Philip LaZebnik, Raymond Singer, Eugenia Bostwick-Singer",539.0,5,86,85.0,90000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]"
Mulholland Drive,"Drama, Mystery & Suspense, Special Interest",David Lynch,David Lynch,535.0,418,83,88.0,15000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]"
Multiplicity,"Comedy, Science Fiction & Fantasy",Harold Ramis,"Babaloo Mandel, Lowell Ganz, Mary Hale, Chris Miller (III), Harold Ramis",0,21,43,48.0,45000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]"
Mumford,"Comedy, Drama",Lawrence Kasdan,Lawrence Kasdan,486.0,19,57,66.0,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
The Mummy Returns,"Action & Adventure, Horror, Mystery & Suspense",Stephen Sommers,Stephen Sommers,1362.0,35,47,63.0,98000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]"
The Mummy: Tomb of the Dragon Emperor,"Action & Adventure, Comedy, Drama","Rob Cohen, Simon Duggan","Alfred Gough, Miles Millar",655.5,35,13,30.0,145000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]"
Munich,"Drama, Mystery & Suspense",Steven Spielberg,"Tony Kushner, Eric Roth",550.0,35,78,83.0,70000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}, {""id"": 53, ""name"": ""Thriller""}]"
The Muppet Christmas Carol,"Animation, Kids & Family, Science Fiction & Fantasy",Brian Henson,Jerry Juhl,809.0,19,75,86.0,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}]"
The Muppet Movie,"Action & Adventure, Comedy, Kids & Family","James Frawley, James Frawle","Jack Burns, Jerry Juhl",460.0,419,88,88.0,0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]"
Muppets Most Wanted,"Comedy, Kids & Family",James Bobin,"James Bobin, Nicholas Stoller",665.3333333333334,26,79,58.0,50000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10751, ""name"": ""Family""}]"
The Muse,"Comedy, Drama",Albert Brooks,"Albert Brooks, Monica Johnson",646.0,420,53,34.0,0,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]"
Music and Lyrics,"Comedy, Romance",Marc Lawrence (II),Marc Lawrence (II),500.0,8,62,68.0,40000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]"
Must Love Dogs,"Comedy, Drama, Romance",Gary David Goldberg,Gary David Goldberg,700.0,8,36,50.0,30000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]"
Mutual Appreciation,"Comedy, Drama",Andrew Bujalski,Andrew Bujalski,0,421,85,72.0,500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]"
My Dog Tulip,"Animation, Drama","Paul Fierlinger, Sandra Fierlinger",Paul Fierlinger,0,422,90,69.0,0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]"
My All American,Drama,Angelo Pizzo,Angelo Pizzo,587.0,423,32,77.0,20000000,"[{""id"": 18, ""name"": ""Drama""}]"
My Beautiful Laundrette,"Art House & International, Comedy, Drama, Romance",Stephen Frears,Hanif Kureishi,0,424,97,75.0,860000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]"
My Big Fat Greek Wedding,"Comedy, Romance",Joel Zwick,Nia Vardalos,0,37,76,73.0,5000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
My Big Fat Greek Wedding 2,Comedy,Kirk Jones,Nia Vardalos,0,425,28,53.0,18000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]"
My Bloody Valentine,"Horror, Mystery & Suspense",George Mihalka,John Beaird,0,20,47,52.0,15000000,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 27, ""name"": ""Horror""}]"
My Blueberry Nights,Drama,Kar-Wai Wong,"Kar-Wai Wong, Lawrence Block",907.6666666666666,15,46,61.0,10000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
My Boss's Daughter,Comedy,David Zucker,"David Dorfman, Will McRobb, Chris Viscardi",577.0,86,8,23.0,14000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]"
My Cousin Vinny,Comedy,Jonathan Lynn,Dale Launer,0,67,86,87.0,11000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]"
My Dog Skip,"Drama, Kids & Family",Jay Russell,Gail Gilchriest,700.0,8,73,68.0,7000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]"
My Favorite Martian,"Comedy, Kids & Family, Science Fiction & Fantasy",Donald Petrie,"Sherri Stoner, Sheri Stoner, Deanna Oliver",523.0,64,12,30.0,65000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]"
My Fellow Americans,Comedy,Peter Segal,"E. Jack Kaplan, Richard Chapman, Peter Tolan",0,72,48,64.0,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]"
My Life in Ruins,Comedy,Donald Petrie,Mike Reiss,0,89,9,44.0,17000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]"
My Name Is Khan,"Art House & International, Drama, Romance",Karan Johar,"Shibani Bathija, Karan Johar",0,197,85,83.0,12000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
My Own Private Idaho,"Art House & International, Drama",Gus Van Sant,Gus Van Sant,819.0,7,81,81.0,2500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
My Summer of Love,"Drama, Romance","Pavel Pavlikovskiy, Pawel Pawlikowski","Pavel Pavlikovskiy, Michael Wynne, Pawel Pawlikowski",603.0,50,90,69.0,0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]"
My Super Ex-Girlfriend,"Comedy, Drama, Science Fiction & Fantasy",Ivan Reitman,Don Payne,638.5,0,40,31.0,0,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 878, ""name"": ""Science Fiction""}]"
My Week with Marilyn,Drama,Simon Curtis,Adrian Hodges,616.8,15,83,71.0,6400000,"[{""id"": 18, ""name"": ""Drama""}]"
"Mystery, Alaska","Comedy, Drama",Jay Roach,"David E. Kelley, Sean O'Byrne",459.0,5,38,66.0,28000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]"
Mystery Men,"Action & Adventure, Comedy, Science Fiction & Fantasy",Kinka Usher,Neil Cuthbert,625.3333333333334,35,60,57.0,68000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]"
Mystic Pizza,"Comedy, Drama, Romance",Donald Petrie,"Alfred Uhry, Amy Holden Jones, Joanne Pagliaro, Perry Howze, Randy Howze",571.3333333333334,11,78,55.0,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Mystic River,"Drama, Mystery & Suspense",Clint Eastwood,Brian Helgeland,515.0,426,88,89.0,25000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]"
Nacho Libre,"Comedy, Documentary, Kids & Family",Jared Hess,"Jared Hess, Jerusha Hess, Mike White",654.5,20,40,54.0,32000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]"
The Namesake,Drama,Mira Nair,"Jhumpa Lahiri, Sooni Taraporevala",0,89,86,79.0,12000000,"[{""id"": 18, ""name"": ""Drama""}]"
Nancy Drew,"Action & Adventure, Kids & Family, Mystery & Suspense",Andrew Fleming,"Carolyn Keene, Andrew Fleming, Tiffany Paulsen",581.0,8,50,59.0,0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]"
Nanny McPhee,"Comedy, Kids & Family",Kirk Jones,Emma Thompson,792.0,35,73,64.0,25000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]"
Napoleon Dynamite,Comedy,Jared Hess,"Jared Hess, Jerusha Hess",0,89,71,74.0,400000,"[{""id"": 35, ""name"": ""Comedy""}]"
Narc,"Action & Adventure, Drama, Mystery & Suspense",Joe Carnahan,Joe Carnahan,524.0,20,84,79.0,6500000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]"
National Lampoon's Loaded Weapon 1,Comedy,Gene Quintano,"Don Holley, Gene Quintano",698.2,21,18,49.0,0,"[{""id"": 35, ""name"": ""Comedy""}]"
National Lampoon's Vacation,Comedy,Harold Ramis,John Hughes,0,8,93,85.0,15000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10749, ""name"": ""Romance""}]"
National Treasure,Action & Adventure,Jon Turteltaub,"Cormac Wibberley, Jim Kouf, Marianne Wibberley, Ted Elliott, Terry Rossio",670.75,5,46,76.0,100000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]"
The Nativity Story,"Drama, Faith & Spirituality",Catherine Hardwicke,Mike Rich,0,10,37,75.0,35000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]"
Nebraska,Drama,Alexander Payne,Bob Nelson,0,20,91,83.0,12000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}]"
Neighbors 2: Sorority Rising,Comedy,Nicholas Stoller,"Seth Rogen, Evan Goldberg, Brendan O'Brien, Nicholas Stoller, Andrew Jay Cohen",957.0,35,63,44.0,35000000,"[{""id"": 35, ""name"": ""Comedy""}]"
Nerve,Mystery & Suspense,"Ariel Schulman, Henry Joost",Jessica Sharzer,525.0,427,67,66.0,20000000,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}]"
The Net,"Action & Adventure, Mystery & Suspense",Irwin Winkler,"John Brancato, Michael Ferris, Irwin Winkler, Rob Cowan",725.0,21,40,44.0,22000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}]"
Network,"Comedy, Drama",Sidney Lumet,Paddy Chayefsky,490.0,428,92,93.0,3800000,"[{""id"": 18, ""name"": ""Drama""}]"
Never Back Down,Action & Adventure,Jeff Wadlow,Chris Hauty,947.0,9,23,34.0,20000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]"
Never Let Me Go,"Drama, Mystery & Suspense, Science Fiction & Fantasy",Mark Romanek,"Kazuo Ishiguro, Alex Garland",475.0,89,69,70.0,15000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}]"
Never Say Never Again,"Action & Adventure, Mystery & Suspense",Irvin Kershner,Lorenzo Semple Jr.,608.6666666666666,8,67,37.0,36000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]"
New Year's Eve,"Comedy, Romance",Garry Marshall,Katherine Fugate,648.2,119,7,45.0,56000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]"
New York Minute,"Action & Adventure, Comedy, Kids & Family","Dennie Gordon, Conrad E. Palmisano","Emily Fox, Adam Cooper, Bill Collage",0,119,11,47.0,0,"[{""id"": 35, ""name"": ""Comedy""}]"
New York Stories,"Comedy, Drama","Woody Allen, Francis Ford Coppola, Martin Scorsese","Richard Price, Woody Allen, Francis Ford Coppola, Sofia Coppola",731.0,45,75,56.0,15000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Newlyweds,Comedy,Edward Burns,Edward Burns,0,194,73,53.0,9000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]"
The Newton Boys,"Action & Adventure, Drama, Mystery & Suspense",Richard Linklater,"Richard Linklater, Clark Lee Walker, Claude Stanush",672.3333333333334,67,63,44.0,27000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]"
The Next Best Thing,"Art House & International, Comedy, Drama",John Schlesinger,Tom Ropelewski,0,65,19,35.0,25000000,"[{""id"": 35, ""name"": ""Comedy""}]"
